[27, 27,  to_date('9:03', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1249, 1206,  to_date('9:09', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1250, 1207,  to_date('9:02', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1251, 1208,  to_date('9:00', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1252, 1209,  to_date('9:04', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1253, 1210, to_date('9:00', 'hh24:mi'), to_date('11:13', 'hh24:mi')]
[1254, 1210, to_date('12:52', 'hh24:mi'), to_date('17:57', 'hh24:mi')]
[1255, 1211,  to_date('9:18', 'hh24:mi'),  to_date('11:49', 'hh24:mi')]
[1256, 1212,  to_date('9:01', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1257, 1213,  to_date('9:01', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1258, 1214,  to_date('9:05', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1259, 1215,  to_date('9:03', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1260, 1216,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1261, 1217,  to_date('9:04', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1262, 1218,  to_date('9:06', 'hh24:mi'),  to_date('11:54', 'hh24:mi')]
[1263, 1219,  to_date('9:01', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1264, 1220,  to_date('9:00', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1265, 1221,  to_date('9:08', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1266, 1222,  to_date('9:05', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1267, 1223,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1268, 1224,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1269, 1225,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1270, 1226, to_date('9:07', 'hh24:mi'), to_date('12:55', 'hh24:mi')]
[1271, 1226, to_date('13:34', 'hh24:mi'), to_date('17:50', 'hh24:mi')]
[1272, 1227,  to_date('9:09', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1273, 1228,  to_date('9:02', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1274, 1229,  to_date('10:26', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1275, 1230,  to_date('10:13', 'hh24:mi'),  to_date('14:04', 'hh24:mi')]
[1276, 1230,  to_date('15:58', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1277, 1231,  to_date('9:04', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1278, 1232,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1279, 1233,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1280, 1234,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1281, 1235,  to_date('9:01', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1282, 1236,  to_date('9:06', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1283, 1237,  to_date('9:01', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1284, 1238,  to_date('9:02', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1285, 1239,  to_date('9:02', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1286, 1240,  to_date('9:01', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1287, 1241,  to_date('9:07', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1288, 1242,  to_date('9:05', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1289, 1243,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1290, 1244,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1291, 1245,  to_date('9:02', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1292, 1246,  to_date('9:07', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1293, 1247,  to_date('9:04', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1294, 1248,  to_date('10:55', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1347, 1301,  to_date('9:06', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1348, 1302,  to_date('9:49', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1349, 1303,  to_date('9:09', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1350, 1304,  to_date('10:54', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1351, 1305,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1352, 1306,  to_date('9:16', 'hh24:mi'),  to_date('14:20', 'hh24:mi')]
[1353, 1306,  to_date('15:34', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1354, 1307,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1355, 1308,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1356, 1309,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1357, 1310,  to_date('9:04', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1358, 1311, to_date('9:10', 'hh24:mi'), to_date('10:12', 'hh24:mi')]
[1359, 1311, to_date('11:53', 'hh24:mi'), to_date('17:57', 'hh24:mi')]
[1360, 1312,  to_date('9:01', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1361, 1313,  to_date('9:07', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1362, 1314,  to_date('9:08', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1363, 1315,  to_date('9:05', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1364, 1316,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1365, 1317,  to_date('9:02', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1366, 1318,  to_date('9:05', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1367, 1319,  to_date('9:06', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1368, 1320,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1369, 1321,  to_date('9:03', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1370, 1322,  to_date('9:09', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1371, 1323,  to_date('9:07', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1372, 1324,  to_date('9:10', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1373, 1325,  to_date('9:05', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1374, 1326,  to_date('9:02', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1375, 1327,  to_date('9:04', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1376, 1328,  to_date('9:10', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1377, 1329,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1378, 1330,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1379, 1331,  to_date('9:03', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1380, 1332,  to_date('9:04', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1381, 1333,  to_date('9:54', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1382, 1334,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1383, 1335,  to_date('9:09', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1384, 1336,  to_date('9:02', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1385, 1337,  to_date('9:08', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1386, 1338,  to_date('9:08', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1387, 1339,  to_date('9:02', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1388, 1340,  to_date('10:14', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1389, 1341,  to_date('9:09', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1390, 1342, to_date('9:08', 'hh24:mi'), to_date('14:05', 'hh24:mi')]
[1391, 1342, to_date('15:46', 'hh24:mi'), to_date('17:52', 'hh24:mi')]
[1392, 1343,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1393, 1344,  to_date('9:03', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1394, 1345,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1395, 1346,  to_date('9:04', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1396, 1347,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1397, 1348,  to_date('9:00', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1398, 1349,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1399, 1350,  to_date('10:52', 'hh24:mi'),  to_date('10:08', 'hh24:mi')]
[1400, 1351,  to_date('9:09', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1401, 1352,  to_date('9:09', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1402, 1353,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1403, 1354, to_date('9:05', 'hh24:mi'), to_date('14:17', 'hh24:mi')]
[1404, 1354, to_date('15:30', 'hh24:mi'), to_date('17:51', 'hh24:mi')]
[1405, 1355,  to_date('9:06', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1406, 1356,  to_date('9:01', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1407, 1357,  to_date('9:41', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1408, 1358,  to_date('9:06', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1409, 1359,  to_date('9:02', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1410, 1360,  to_date('9:10', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1411, 1361,  to_date('9:09', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1412, 1362,  to_date('9:06', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1413, 1363,  to_date('9:00', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1414, 1364,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1415, 1365,  to_date('9:04', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1416, 1366,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1417, 1367,  to_date('9:02', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1418, 1368,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1419, 1369,  to_date('9:01', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1420, 1370,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1421, 1371,  to_date('9:02', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1422, 1372,  to_date('9:04', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1423, 1373,  to_date('9:10', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1424, 1374,  to_date('10:19', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1425, 1375,  to_date('9:03', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1426, 1376,  to_date('9:06', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1427, 1377,  to_date('9:49', 'hh24:mi'),  to_date('12:30', 'hh24:mi')]
[1428, 1377,  to_date('13:48', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1429, 1378,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1430, 1379,  to_date('10:52', 'hh24:mi'),  to_date('12:43', 'hh24:mi')]
[1431, 1379,  to_date('13:32', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1432, 1380,  to_date('9:05', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1433, 1381,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1434, 1382,  to_date('9:23', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1435, 1383,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1436, 1384,  to_date('9:25', 'hh24:mi'),  to_date('15:44', 'hh24:mi')]
[1437, 1385,  to_date('9:06', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1438, 1386,  to_date('9:09', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1439, 1387,  to_date('9:08', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1440, 1388,  to_date('9:07', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1441, 1389,  to_date('10:15', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1442, 1390,  to_date('9:08', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1443, 1391,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1444, 1392,  to_date('9:05', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1445, 1393,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1446, 1394,  to_date('10:30', 'hh24:mi'),  to_date('14:36', 'hh24:mi')]
[1447, 1394,  to_date('15:49', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1448, 1395,  to_date('9:11', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1449, 1396,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1450, 1397,  to_date('9:05', 'hh24:mi'),  to_date('14:23', 'hh24:mi')]
[1451, 1398,  to_date('10:46', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1452, 1399,  to_date('9:01', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1453, 1400,  to_date('9:00', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1454, 1401,  to_date('9:08', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1455, 1402,  to_date('9:07', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1456, 1403,  to_date('9:08', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1457, 1404,  to_date('10:36', 'hh24:mi'),  to_date('11:53', 'hh24:mi')]
[1458, 1404,  to_date('12:42', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1459, 1405,  to_date('9:05', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1460, 1406,  to_date('9:10', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1461, 1407,  to_date('10:24', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1462, 1408,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1463, 1409,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1464, 1410,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1465, 1411,  to_date('9:00', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1466, 1412,  to_date('9:04', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1467, 1413,  to_date('9:06', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1468, 1414,  to_date('9:05', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1469, 1415,  to_date('9:05', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1470, 1416,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1471, 1417,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1472, 1418,  to_date('9:04', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1473, 1419,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1474, 1420,  to_date('9:02', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1475, 1421,  to_date('9:09', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1476, 1422,  to_date('10:42', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1477, 1423,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1478, 1424,  to_date('10:33', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1479, 1425,  to_date('9:07', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1480, 1426,  to_date('9:04', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1481, 1427,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1482, 1428,  to_date('9:07', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1483, 1429,  to_date('9:07', 'hh24:mi'),  to_date('13:48', 'hh24:mi')]
[1484, 1430,  to_date('10:21', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1537, 1483,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1538, 1484,  to_date('9:04', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1539, 1485,  to_date('10:30', 'hh24:mi'),  to_date('14:54', 'hh24:mi')]
[1540, 1485,  to_date('15:48', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1541, 1486,  to_date('9:01', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1542, 1487,  to_date('9:24', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1543, 1488,  to_date('9:08', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1544, 1489,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1545, 1490,  to_date('9:49', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1546, 1491,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1547, 1492,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1548, 1493,  to_date('9:08', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1549, 1494,  to_date('9:02', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1550, 1495,  to_date('9:10', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1551, 1496,  to_date('9:03', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1552, 1497,  to_date('9:10', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1553, 1498,  to_date('9:00', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1554, 1499,  to_date('9:08', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1555, 1500,  to_date('9:07', 'hh24:mi'),  to_date('15:42', 'hh24:mi')]
[1556, 1501,  to_date('10:53', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1557, 1502,  to_date('9:09', 'hh24:mi'),  to_date('12:23', 'hh24:mi')]
[1558, 1503,  to_date('9:01', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1559, 1504,  to_date('9:06', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1560, 1505,  to_date('9:27', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1561, 1506,  to_date('9:00', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1562, 1507,  to_date('9:02', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1563, 1508,  to_date('10:29', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1564, 1509,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1565, 1510,  to_date('9:05', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1566, 1511,  to_date('9:01', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1567, 1512,  to_date('9:07', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1568, 1513,  to_date('9:56', 'hh24:mi'),  to_date('12:31', 'hh24:mi')]
[1569, 1514,  to_date('9:05', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1570, 1515,  to_date('9:03', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1571, 1516,  to_date('9:09', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1572, 1517,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1573, 1518,  to_date('9:10', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1574, 1519,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1575, 1520,  to_date('9:09', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1576, 1521,  to_date('9:08', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1577, 1522,  to_date('9:04', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1578, 1523,  to_date('9:06', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1579, 1524,  to_date('9:07', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1580, 1525,  to_date('9:09', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1581, 1526,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1582, 1527,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1583, 1528,  to_date('10:33', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1584, 1529,  to_date('9:00', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1585, 1530,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1586, 1531,  to_date('9:05', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1587, 1532,  to_date('9:02', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1588, 1533,  to_date('9:07', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1589, 1534, to_date('9:05', 'hh24:mi'), to_date('14:31', 'hh24:mi')]
[1590, 1534, to_date('15:56', 'hh24:mi'), to_date('17:54', 'hh24:mi')]
[1591, 1535,  to_date('9:10', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1592, 1536,  to_date('9:09', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1593, 1537,  to_date('9:07', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1594, 1538,  to_date('9:05', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1595, 1539,  to_date('9:08', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1596, 1540,  to_date('9:24', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1597, 1541,  to_date('9:02', 'hh24:mi'),  to_date('14:16', 'hh24:mi')]
[1598, 1542,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1599, 1543,  to_date('9:08', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1600, 1544,  to_date('10:23', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1601, 1545,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1602, 1546,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1603, 1547,  to_date('9:17', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1604, 1548,  to_date('9:05', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1605, 1549,  to_date('9:07', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1606, 1550,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1607, 1551,  to_date('9:10', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1608, 1552, to_date('9:08', 'hh24:mi'), to_date('14:03', 'hh24:mi')]
[1609, 1552, to_date('15:42', 'hh24:mi'), to_date('17:56', 'hh24:mi')]
[1610, 1553,  to_date('10:14', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1611, 1554,  to_date('9:09', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1612, 1555,  to_date('9:00', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1613, 1556,  to_date('9:00', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1614, 1557,  to_date('9:34', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1615, 1558,  to_date('9:08', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1616, 1559,  to_date('9:06', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1617, 1560,  to_date('9:00', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1618, 1561,  to_date('9:06', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1619, 1562,  to_date('9:38', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1620, 1563,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1621, 1564,  to_date('9:02', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1622, 1565,  to_date('9:10', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1623, 1566,  to_date('9:07', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1624, 1567,  to_date('9:16', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1625, 1568,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1626, 1569,  to_date('9:02', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1627, 1570,  to_date('10:23', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1628, 1571,  to_date('9:05', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1629, 1572,  to_date('9:10', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1630, 1573,  to_date('9:04', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1631, 1574,  to_date('9:05', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1632, 1575,  to_date('9:32', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1633, 1576,  to_date('9:57', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1634, 1577,  to_date('10:44', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1635, 1578,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1636, 1579,  to_date('10:33', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1637, 1580,  to_date('9:56', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1638, 1581,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1639, 1582,  to_date('9:17', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1640, 1583,  to_date('9:09', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1641, 1584,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1642, 1585,  to_date('9:09', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1643, 1586,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1644, 1587,  to_date('9:09', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1645, 1588,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1646, 1589,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1647, 1590,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1648, 1591,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1649, 1592,  to_date('9:36', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
